Series ID,Year,Period,Label,Value
LNS14000006,2014,M06,2014 Jun,11.0
LNS14000006,2014,M07,2014 Jul,11.6
LNS14000006,2014,M08,2014 Aug,11.4
LNS14000006,2014,M09,2014 Sep,11.0
LNS14000006,2014,M10,2014 Oct,10.6
LNS14000006,2014,M11,2014 Nov,10.9
LNS14000006,2014,M12,2014 Dec,10.6
LNS14000006,2015,M01,2015 Jan,10.3
LNS14000006,2015,M02,2015 Feb,10.1
LNS14000006,2015,M03,2015 Mar,9.9
LNS14000006,2015,M04,2015 Apr,9.7
LNS14000006,2015,M05,2015 May,10.3
LNS14000006,2015,M06,2015 Jun,9.7
LNS14000006,2015,M07,2015 Jul,9.1
LNS14000006,2015,M08,2015 Aug,9.4
LNS14000006,2015,M09,2015 Sep,9.3
LNS14000006,2015,M10,2015 Oct,9.0
LNS14000006,2015,M11,2015 Nov,9.4
LNS14000006,2015,M12,2015 Dec,8.5
LNS14000006,2016,M01,2016 Jan,8.5
LNS14000006,2016,M02,2016 Feb,8.6
LNS14000006,2016,M03,2016 Mar,8.9
LNS14000006,2016,M04,2016 Apr,8.8
LNS14000006,2016,M05,2016 May,8.2
LNS14000006,2016,M06,2016 Jun,8.7
LNS14000006,2016,M07,2016 Jul,8.2
LNS14000006,2016,M08,2016 Aug,8.0
LNS14000006,2016,M09,2016 Sep,8.5
LNS14000006,2016,M10,2016 Oct,8.5
LNS14000006,2016,M11,2016 Nov,8.2
LNS14000006,2016,M12,2016 Dec,8.0
LNS14000006,2017,M01,2017 Jan,7.4
LNS14000006,2017,M02,2017 Feb,8.0
LNS14000006,2017,M03,2017 Mar,7.9
LNS14000006,2017,M04,2017 Apr,7.8
LNS14000006,2017,M05,2017 May,7.6
LNS14000006,2017,M06,2017 Jun,7.1
LNS14000006,2017,M07,2017 Jul,7.2
LNS14000006,2017,M08,2017 Aug,7.5
LNS14000006,2017,M09,2017 Sep,7.2
LNS14000006,2017,M10,2017 Oct,7.6
LNS14000006,2017,M11,2017 Nov,7.5
LNS14000006,2017,M12,2017 Dec,6.9
LNS14000006,2018,M01,2018 Jan,7.5
LNS14000006,2018,M02,2018 Feb,6.8
LNS14000006,2018,M03,2018 Mar,6.6
LNS14000006,2018,M04,2018 Apr,6.5
LNS14000006,2018,M05,2018 May,5.8
LNS14000006,2018,M06,2018 Jun,6.5
LNS14000006,2018,M07,2018 Jul,6.4
LNS14000006,2018,M08,2018 Aug,6.2
LNS14000006,2018,M09,2018 Sep,6.2
LNS14000006,2018,M10,2018 Oct,6.4
LNS14000006,2018,M11,2018 Nov,6.2
LNS14000006,2018,M12,2018 Dec,6.8
LNS14000006,2019,M01,2019 Jan,6.9
LNS14000006,2019,M02,2019 Feb,7.0
LNS14000006,2019,M03,2019 Mar,6.5
LNS14000006,2019,M04,2019 Apr,6.6
LNS14000006,2019,M05,2019 May,6.1
LNS14000006,2019,M06,2019 Jun,6.0
LNS14000006,2019,M07,2019 Jul,5.6
LNS14000006,2019,M08,2019 Aug,5.2
LNS14000006,2019,M09,2019 Sep,5.4
LNS14000006,2019,M10,2019 Oct,5.6
LNS14000006,2019,M11,2019 Nov,5.7
LNS14000006,2019,M12,2019 Dec,6.2
LNS14000006,2020,M01,2020 Jan,6.1
LNS14000006,2020,M02,2020 Feb,6.0
LNS14000006,2020,M03,2020 Mar,6.8
LNS14000006,2020,M04,2020 Apr,16.7
LNS14000006,2020,M05,2020 May,16.7
LNS14000006,2020,M06,2020 Jun,15.3
LNS14000006,2020,M07,2020 Jul,14.4
LNS14000006,2020,M08,2020 Aug,12.8
LNS14000006,2020,M09,2020 Sep,12.0
LNS14000006,2020,M10,2020 Oct,10.8
LNS14000006,2020,M11,2020 Nov,10.3
LNS14000006,2020,M12,2020 Dec,9.9
LNS14000006,2021,M01,2021 Jan,9.2
LNS14000006,2021,M02,2021 Feb,9.9
LNS14000006,2021,M03,2021 Mar,9.6
LNS14000006,2021,M04,2021 Apr,9.7
LNS14000006,2021,M05,2021 May,9.1
LNS14000006,2021,M06,2021 Jun,9.2
LNS14000006,2021,M07,2021 Jul,8.2
LNS14000006,2021,M08,2021 Aug,8.8
LNS14000006,2021,M09,2021 Sep,7.9
LNS14000006,2021,M10,2021 Oct,7.9
